num,country,description,designation,points,price,province,region1,region2,variety,winery
260,Spain,"Dusty black cherry and dark plum aromas are ripe and friendly. This is a plump, modern-style red with a clean mouthfeel and weight. Berry fruits, spice and oak flavors blend well, while the finish is, in general, full, smooth and adequately fresh. Tempranillo with 10% Petit Verdot.",Crianza,88,17.0,Central Spain,La Mancha,,Tempranillo Blend,Yuntero
261,France,"This fresh and fruity sparkling wine is crisp with apple skin and apricot flavors. Ripe and full in the mouth , it has a lightly creamy mousse. The blend of Chenin Blanc and Chardonnay gives delicious fruitiness and tight final acidity.",Noctambule,88,,Loire Valley,Crémant de Loire,,Chenin Blanc-Chardonnay,Musset-Roullier
262,US,"Chalky earth, black pepper and clove comprise the nose on this wine, which gets a boost from 10% Merlot. The flavors are spicy and complex, with cedar, tea and a tiny bit of varietally distinct green pepper.",Querida,88,40.0,California,Paso Robles,Central Coast,Cabernet Sauvignon-Merlot,Oso Libre
263,US,"Oso Libre ventures into the nonvintage category with this blend of 10 wines from the past five years, delivering a nose with blackberry and a pinch of pepper. The meaty wine really gets your attention once sipped, with boysenberry, cracked peppercorn, some iron and a lingering licorice flavors.",Primoroso,88,39.0,California,Paso Robles,Central Coast,Red Blend,Oso Libre
264,Italy,"Made from vineyards throughout the village of Serralunga d'Alba, this straightforward wine is still closed. It reveals black cherry, espresso, prune and subtle oak alongside a note of tire rubber. It's still extremely young, with aggressive tannins that dry out the finish.",del Comune di Serralunga d'Alba,88,49.0,Piedmont,Barolo,,Nebbiolo,Palladino
265,France,"A lemon-scented, crisp wine, it's also full of ripe yellow fruits. It's a warm in style, rich with both fruit and an open texture. Almonds and acidity give a refreshing aftertaste.",Domaine de Saint-Pierre,88,23.0,Loire Valley,Sancerre,,Sauvignon Blanc,Pierre Prieur et Fils
266,US,"This is a great sunny day wine, starting with aromas of honeydew melon, ripe nectarine and lemongrass. There is a slightly peachy, bubblegum character once sipped, with lemon-lime soda in the midpalate and a flinty, gunmetal finish.",,88,16.0,California,Monterey County,Central Coast,Pinot Grigio,Bargetto
267,US,"A brighter, more mineral- and acid-driven take on the often rustic Rhône grape, this kicks off with fresh smells of raspberry and rock. The palate brings tart cherry, followed by just-ripe black berry and really ripe raspberry on the midpalate, and a tartness on the finish.",Anna's Estate Vineyard,88,32.0,California,Paso Robles,Central Coast,Mourvèdre,Adelaida
268,US,"There's a lot happening on nose of this wine from Sta. Rita Hills pioneer Richard Sanford's recently rejuvenated Alma Rosa label. Aromas suggest light butterscotch, baked pear, fresh pluot and jasmine. Once sipped, the flavors don't live up to the aromatic promise, but apple, pear and a sharper tangerine rind round out the flavors.",,88,18.0,California,Santa Barbara County,Central Coast,Chardonnay,Alma Rosa
269,Argentina,"Immediately this smells raisiny, but with time secondary scents of cinnamon and Middle Eastern spices come into play. The body is soft and extracted, with modest acidity. Flavors of baked black fruits, fig paste, chocolate and herbs follow the nose, as does a chocolaty, rich  finish. Drink through 2016.",Single Vineyard Reserva,88,15.0,Mendoza Province,Agrelo,,Cabernet Sauvignon,Lamadrid
270,France,"Packed with tannin, it is not showing much sign of fruit yet. It is dark, brooding and very firm in texture, with just with a hint of juicy black cherry flavors. Wait until 2017 before drinking.",Pertuisots Premier Cru,92,92.0,Burgundy,Beaune,,Pinot Noir,Domaine de Bellene
271,France,"A very fruity wine, it shows rich wood flavors as well as equally rich fruit. It is complex, very mineral in character, tight and nervy. The citrus fruit is matched by the apricot flavor, putting down layers of acidity. Don't drink before 2017.",Clos du Cailleret Premier Cru,92,94.0,Burgundy,Chassagne-Montrachet,,Chardonnay,Domaine Vincent Girardin
272,US,"The southern Napa Coombsville area is near San Pablo Bay, making it a cool area. In this vintage, it shows the acidity and mineraity of its terroir, but also the ripeness Chardonnay can achieve in a good vineyard, with orange and apricot flavors enhanced with oak. Drink now.",Haynes Vineyard,92,58.0,California,Coombsville,Napa,Chardonnay,Failla
273,US,"From the estimable Shake Ridge Ranch, winemaker Rosemary Cakebread has fashioned a lovely blend from 53% Grenache, 31% Syrah, 14% Mourvèdre and 2% Viognier. Opening with leathery tannins, the rich and savory concoction imparts juicy dark plum, tobacco and especially coffee.",Suzuri Series Shake Ridge Ranch,92,50.0,California,Amador County,Sierra Foothills,Rhône-style Red Blend,Gallica
274,US,"The vintage was a great one not only for J's dry table wines but for its sparklers. This brut, a classic Chardonnay and Pinot blend, with a drop of Pinot Meunier, is dry, with complex lemon, orange, yeast, vanilla, cream and toast flavors. The bubbles are ultra-fine, raising the appeal.",Vintage Brut,92,48.0,California,Russian River Valley,Sonoma,Sparkling Blend,J Vineyards & Winery
275,US,"This is such a good Pinot, and so reflective of the Sonoma Coast, that its price makes it a steal. With low alcohol and brisk acidity, it's translucent in color, with a gleaming ruby hue. The mouthfeel is silky and delicate, yet the raspberry, cola and buttered cinnamon toast flavors are intense. Drink now–2020.",,92,32.0,California,Sonoma Coast,Sonoma,Pinot Noir,Les Voleurs
276,Italy,"This wine has more structure and depth than most Pinot Biancos from Alto Adige, thanks to vineyard location and 20% aging in large casks. It delivers sensations of apples and exotic fruit along with a flinty note. The creamy texture is brightened by lively acidity.",Sirmian,92,27.0,Northeastern Italy,Alto Adige,,Pinot Bianco,Nals Margreid
277,Portugal,"Pure Alvarinho from the Monção region, it's rich, creamy and textured. Lined with great acidity, it also has intense apple, bitter orange and a strongly herbal element. While it's ready to drink, this complex wine will benefit by waiting until 2015.",Portal do Fidalgo,92,35.0,Vinho Verde,,,Alvarinho,Provam
278,Portugal,"This wood-aged wine comes from a small parcel of old vines in the Quinta Nova vineyard. With its ripe, smooth and creamy texture, it has a full, almost Burgundian feel. Ripe peach combines with vanilla to make a wine that has concentration and richness, cut with final acidity.",Mirabilis Grande Reserva,92,95.0,Douro,,,Portuguese White,Quinta Nova de Nossa Senhora do Carmo
279,US,"A great follow-up to the winery's 2011, made this time from an esteemed vineyard in one of the coldest parts of the valley. The vintage was difficult, but the wine is rich in raspberry, cranberry and persimmon flavors, brightened by crisp acidity and finishing totally dry. There's no reason not to drink it now.",Solomon Hills Vineyard,92,43.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Ryan Cochrane
280,Italy,"Here's a delicious Soave with depth and character. Floral aromas of Spanish Broom and chamomile take center stage, accented by a smidge of exotic fruit and graphite. The juicy palate offers honeydew melon, white peach, ripe pear, citrus and mineral purity balanced by fresh acidity.",Monte Carbonare,92,33.0,Veneto,Soave Classico,,Garganega,Suavia
281,Italy,"Classic varietal aromas include stone fruit, crushed tomato vine, freshly cut grass and green melon. The palate offers a depth of flavors that include creamy white peach and ripe cantaloupe that are brightened by firm acidity. It closes on a flinty mineral note.",Quarz,92,60.0,Northeastern Italy,Alto Adige,,Sauvignon,Cantina Terlano
282,France,"The estate wine from Château du Cèdre is anything but simple. A powerful series of tannins and dense black fruits offer both a dark texture and great fruitiness. Acidity comes through strongly and, with the tannins, promises aging. Drink from 2017.",,92,,Southwest France,Cahors,,Malbec,Château du Cèdre
283,France,"The minty aromas indicate new wood aging as well as a ripe, polished texture. They make for a wine that has presence and structure as well as rich fruitiness, blackberry flavors and a dry, solid core. It's a sophisticated wine that can age. Drink from 2017.",Réserve,92,30.0,Bordeaux,Graves,,Bordeaux-style Red Blend,Château Haut Selve
284,US,"Made from 100% Cabernet, this wine shows the intensity of fruit that Mount Veeder is capable of expressing. It also has excellent acidity. But the tannins are astringently strong, giving a numbing sting to the palate. This certainly needs time. Give it until 2022 and beyond.",Lampyridae Vineyards,92,100.0,California,Mount Veeder,Napa,Cabernet Sauvignon,Communication Block
285,US,"Right out of the bottle, this 100% Syrah delights for its overall balance and deep, rich array of cherries and blueberries. If you pay attention, you'll find more complex layers of sautéed wild mushrooms, grilled prosciutto and toast. Dry and tannic, and would be ideal with roasted lamb.",Le Mistral Vineyard,92,35.0,California,Monterey County,Central Coast,Syrah,Baker & Brain
286,France,"There is a great balance here between the creamy fruit and the wood flavors. Apricots, ripe apples and melon are spiced with the right amount of toastiness. The wine has a rich, warm feel. It is still young, so wait until 2015 to drink.",Les Charmes Dessus,91,60.0,Burgundy,Santenay,,Chardonnay,Domaine de Bellene
287,France,"Hugely tannic at this stage, this dense and complex wine has great structure partnered with dark black fruit and licorice. There is forward bitterness, suggesting this wine needs aging. Drink from 2017.",Cuvée Germain,91,16.0,Southwest France,Côtes du Tarn,,Bordeaux-style Red Blend,Domaine D'en Ségur
288,France,"This is a ripe and smoothly textured wine. It is already finely balanced, rich with toast, apricot fruits and a tight, mineral character. It is enjoyable now but will age well until 2022.",Quintessence,91,40.0,Burgundy,Pouilly-Fuissé,,Chardonnay,Domaine Sangouard-Guyot
289,US,"Sourced from a 15-acre vineyard on Parrett Mountain, this displays single vineyard specificity. Entry is surprisingly soft, and (perhaps influenced by the name) there seems to be a pleasing clay-like quality to the mouthfeel. Clean blueberry fruit leads into a tasty, balanced finish.",Clay Court,91,60.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Elk Cove
290,France,"Still firm and closed, this is a structured wine, solidly tannic with just hints of fruit. It has a dry feel to it, firm, the acidity and red fruits coming through the leathery, dark texture. The wine needs aging, so drink from 2017.",,91,100.0,Burgundy,Clos de Vougeot,,Pinot Noir,Evening Land
291,Portugal,"Violets, truffles and ripe black fruits are present in this structured wine. It has almost too much richness, but there is plenty to admire. Solid tannins, a dark, heavy texture and complex acidity all show aging potential. Drink from 2018.",,91,18.0,Alentejano,,,Touriga Nacional,Herdade de São Miguel
292,US,"Sourced from the Chalice (estate) vineyard, this aromatic and seductive wine presents a compelling mix of tree fruits, racy acidity, and a rich, textural, open mouthfeel. The flavors of pears, orange peel and snappy spices linger deliciously through a long finish.",,91,16.0,Oregon,Oregon,Oregon Other,Pinot Gris,Iris Vineyards
293,US,"This is a gigantic Syrah, a tsunami of blackberry jam and milk chocolate, with headier notes of cassis liqueur and toasty buttered oak. That sounds sweet, but the wine is thoroughly dry. The tannins are thick, but finely ground and negotiable now. It might last in the bottle for many years, but there's no point in aging it. Enjoy now with elaborate roasts and stews.",Kruse Vineyards,91,42.0,California,Paso Robles,Central Coast,Syrah,Jack Creek
