num,country,description,designation,points,price,province,region1,region2,variety,winery
482,France,"This blend of 70% Grenache and 30% Syrah offers remarkable value. Thyme- and bay-scented black cherry aromas fill the glass, while the flavors add an intriguing hint of raspberry. It's not overly weighty or tannic, making it ideal for drinking any season.",Bastide de Beauvert,89,11.0,Rhône Valley,Côtes du Rhône,,Grenache-Syrah,Les Vignobles Foncalieu
483,Italy,"This Sangiovese opens with aromas of blue flowers, underbrush, dark-skinned berry and a whiff of roasted coffee beans, all of which carry over to the concentrated palate along with black pepper and clove. The tannins are still tightly wound but drink sooner rather than later to capture the remaining fruit richness.",Montesodi,89,43.0,Tuscany,Toscana,,Sangiovese,Marchesi de' Frescobaldi
484,France,"This blend of local Duras and Braucol with the more Mediterranean Syrah is attractively spicy and juicy. It is packed with red fruits, sweet berry flavors and ripe tannins. The wine is maturing well and will be ready to drink from 2016.",Les Gravels,89,19.0,Southwest France,Gaillac,,Red Blend,Domaine Rotier
485,France,"This is a sweet, honeyed wine, rich with apricot fruit flavors and fresh with balancing acidity. It's fruity, mineral and generous, a great wine for fruit desserts.",Les Gravels,89,28.0,Southwest France,Gaillac,,White Blend,Domaine Rotier
486,Germany,"Pressed apple and pears seem to be dusted in pollen and saffron on the nose of this savory, spicy Riesling. It's off dry and delicate in style, but concentrated in lip smacking tangerine and lime flavors. Dusty, earthy tones persist through the moderately long finish.",Wehlener Sonnenuhr Kabinett,89,26.0,Mosel,,,Riesling,Dr. Pauly Bergweiler
487,Italy,"This Alpine sparkler opens with aromas that recall honeysuckle, lily of the valley and candied citrus. The firm palate delivers ripe yellow apple, nectarine zest, candied ginger and toasted walnut accompanied by crisp acidity.",Cuvée du Prince Metodo Classico,89,,Italy Other,Vino Spumante,,Prié Blanc,Cave du Vin Blanc de Morgex et de la Salle
488,US,"This is full bodied and forward, bringing a generous mouthful of apple, pear and pineapple fruit along with a streak of vanilla wafer. The flavors hit quickly and right up front, then suspend themselves through a lingering finish.",,89,35.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Aubichon Cellars
489,US,"Bloody meats, dried cherries, pressed purple flowers, vanilla and blackberry jam arise on the nose of this blend of 60% Cabernet Sauvignon, 33% Cabernet Franc and 7% Merlot, which shows a little age. The purple flowers really come through once sipped, backed up by sour cherries, mocha and sanguine elements, cast across grippy tannins.",Cheval Rouge Reserve,89,30.0,California,Carmel Valley,Central Coast,Bordeaux-style Red Blend,Boëté
490,Italy,"Made with Cabernet Sauvignon, this opens with aromas of toast, coffee, black currants and a whiff of cedar. The palate delivers dried black cherries, espresso, grilled sage and a leathery note alongside assertive, astringent tannins.",Coniale,89,55.0,Tuscany,Toscana,,Cabernet Sauvignon,Castellare di Castellina
491,France,"La Guillotte is a parcel on the Bouissel estate, planted with old Négrette. This firm and structured wine is solid with black plum fruits and cherry acidity. It is still developing and will need some time to soften its tannins. Drink from 2017.",La Guillotte,89,,Southwest France,Fronton,,Negrette,Château Bouissel
492,US,"The estate reserve gets more new and once-filled oak, and is a selection from vines whose yield has been dropped to 1.5 tons/acre. It's forward and flavorful, with black cherry, coffee and anise components. The entry is smooth and continues so, on through a finish complete with sandalwood and butterscotch.",Nicholas Estate Reserve,89,46.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Anam Cara
493,US,"This firm, well-crafted wine reflects the lightness of the vintage. Raspberry, citrus and stone components come across in a balanced effort that should continue to drink well until 2020.",,89,50.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Carden
494,US,"Warm berry-rhubarb pie notes mix with black pepper and an appealing, shy layer of green bell pepper on this blend of 50% Merlot, 28% Cabernet Sauvignon, 20% Cabernet Franc and 2% Petit Verdot from three vineyards. Stewed plums, cherries and strawberries dominate the tasty palate, with a proper acidity and woody bitterness as balance.",Fourplay,89,43.0,California,Santa Ynez Valley,Central Coast,Red Blend,Carhartt Vineyard
495,Portugal,A palate of exotic perfumes with layers of dark chocolate and dense tannins certainly give this wine great power. It is dark and brooding—almost too much in the intensity of its flavors and structure. It's going to remain a big beast as it ages. Drink from 2017.,,89,45.0,Duriense,,,Syrah,Quinta da Romaneira
496,US,"Boysenberry, dried violets and black pepper show on the nose of this wine from a popular vineyard in the Alisos Canyon area near Los Alamos. The mouthfeel is lively, fresh and driven by a generous acidity, yet the flavors remain rich with purple fruits, licorice and black tobacco.",Thompson Vineyard,89,39.0,California,Santa Barbara County,Central Coast,Syrah,Rideau
497,Italy,"This blend of 80% Cabernet Sauvignon and 20% Sangiovese opens with aromas of crushed blackberry, ripe plum and blue flowers. On the palate, notes of anise and black pepper accent the core of fleshy black cherry while assertive but polished tannins provide the framework. Drink through 2016–2019.",Daniello,89,30.0,Tuscany,Toscana,,Red Blend,Tenuta di Trecciano
498,Italy,"This brooding wine opens with aromas of mature blue and black fruit, allspice, charred earth and whiff of game. The palate delivers spiced blueberry, blackberry, ground pepper, licorice and tobacco alongside assertive tannins.",Il Tarabuso,89,45.0,Tuscany,Toscana,,Cabernet Sauvignon,Terre del Marchesato
499,Spain,"Earthy berry and licorice aromas are composed, lightly oaked and attractive. This standard Priorato blend of Grenache, Carignan and Syrah is fresh feeling, with a bolt of bracing acidity. Juicy plum and raspberry flavors finish loamy, earthy and balanced. For a wine that's no heavyweight, this is strong throughout. Drink through 2018.",,89,23.0,Catalonia,Priorat,,Red Blend,Vega Escal
